Kidney,,
218484_at,LOC56901,110.45
205029_s_at,FABP7,106.45
205030_at,FABP7,86.88
206025_s_at,TNFAIP6,59.69
213479_at,NPTX2,58.04
215446_s_at,LOX,58.01
219612_s_at,FGG,56.59
204416_x_at,APOC1,38.86
206026_s_at,TNFAIP6,29.42
208470_s_at,HP /// HPR,29.41
209652_s_at,PGF,28.25
204846_at,CP,26.23
206697_s_at,HP,24.62
222288_at,---,22.55
205199_at,CA9,22.14
209752_at,REG1A,21.85
221566_s_at,NOL3,20.63
205572_at,ANGPT2,20.39
208394_x_at,ESM1,19.62
211571_s_at,CSPG2,19.05
215646_s_at,CSPG2,18.34
221009_s_at,ANGPTL4,18.16
219888_at,SPAG4,18.00
202238_s_at,NNMT,17.98
211148_s_at,ANGPT2,17.38
210445_at,FABP6,17.24
205670_at,GAL3ST1,17.09
214974_x_at,CXCL5,17.05
204006_s_at,FCGR3A /// FCGR3B,16.92
211756_at,PTHLH,16.54
202901_x_at,CTSS,15.96
205302_at,IGFBP1,15.88
204463_s_at,EDNRA,15.54
214063_s_at,TF,15.41
219410_at,TMEM45A,15.37
205893_at,NLGN1,14.79
204103_at,CCL4,14.62
205258_at,INHBB,14.27
206068_s_at,ACADL,14.27
219895_at,FAM70A,13.74
202237_at,NNMT,13.56
209598_at,PNMA2,13.53
204205_at,APOBEC3G,13.42
201939_at,PLK2,12.97
200832_s_at,SCD,12.90
204430_s_at,SLC2A5,12.82
204786_s_at,IFNAR2,12.81
219607_s_at,MS4A4A,12.81
203716_s_at,DPP4,12.78
214461_at,LBP,12.71
205532_s_at,CDH6,12.58
212613_at,BTN3A2,12.29
206488_s_at,CD36,12.29
204988_at,FGB,12.10
209278_s_at,TFPI2,12.01
217715_x_at,ZNF354A,12.00
213351_s_at,TMCC1,11.99
204900_x_at,SAP30,11.91
215143_at,FLJ36166,11.78
209182_s_at,C10orf10,11.75
209924_at,CCL18,11.47
210602_s_at,CDH6,11.24
205501_at,---,11.21
206522_at,MGAM,11.20
209732_at,CLEC2B,11.17
205728_at,---,11.13
203290_at,HLA-DQA1,11.11
201313_at,ENO2,11.09
209122_at,ADFP,11.01
222235_s_at,GALNACT-2,10.97
1405_i_at,CCL5,10.96
215447_at,---,10.83
204236_at,FLI1,10.71
215248_at,GRB10,10.42
219479_at,KDELC1,10.30
217787_s_at,GALNT2,10.10
203165_s_at,SLC33A1,10.04
214467_at,GPR65,9.98
215019_x_at,ZNF528,9.93
204894_s_at,AOC3,9.91
212977_at,CMKOR1,9.90
205476_at,CCL20,9.82
204726_at,CDH13,9.78
203485_at,RTN1,9.60
201890_at,RRM2,9.59
204685_s_at,ATP2B2,9.57
217767_at,C3,9.55
205898_at,CX3CR1,9.54
210510_s_at,NRP1,9.54
203720_s_at,ERCC1,9.45
206300_s_at,PTHLH,9.41
205649_s_at,FGA,9.37
207052_at,HAVCR1,9.37
208876_s_at,PAK2,9.31
212992_at,C14orf78,9.30
214770_at,MSR1,9.28
213975_s_at,LYZ /// LILRB1,9.27
206836_at,SLC6A3,9.23
203650_at,PROCR,9.21
219386_s_at,SLAMF8,9.18
205650_s_at,FGA,9.10
218888_s_at,NETO2,9.09
205896_at,SLC22A4,9.06
201506_at,TGFBI,8.98
219574_at,Feb-97,8.98
219725_at,TREM2,8.97
204971_at,CSTA,8.93
211325_x_at,LOC171220,8.90
208935_s_at,LGALS8,8.85
204222_s_at,GLIPR1,8.73
204914_s_at,SOX11,8.72
204844_at,ENPEP,8.65
206174_s_at,PPP6C,8.61
220061_at,FLJ20581,8.61
214437_s_at,SHMT2,8.58
221530_s_at,BHLHB3,8.57
221801_x_at,NEFL,8.53
202498_s_at,SLC2A3,8.51
202112_at,VWF,8.47
219230_at,FLJ10970,8.46
219232_s_at,EGLN3,8.44
218149_s_at,ZNF395,8.40
217052_x_at,---,8.40
202843_at,DNAJB9,8.40
218221_at,ARNT,8.40
201983_s_at,EGFR,8.38
203440_at,CDH2,8.37
214048_at,MBD4,8.33
209071_s_at,RGS5,8.32
205234_at,SLC16A4,8.30
219355_at,FLJ10178,8.29
204913_s_at,SOX11,8.27
203820_s_at,IMP-3,8.24
209900_s_at,SLC16A1,8.23
220301_at,C18orf14,8.21
213125_at,OLFML2B,8.21
38290_at,RGS14,8.21
222379_at,KCNE4,8.19
215392_at,USP3,8.14
213262_at,SACS,8.14
213616_at,C18orf10,8.11
204071_s_at,TOPORS,8.11
206336_at,CXCL6,8.10
205952_at,KCNK3,8.04
34210_at,CD52,8.04
207238_s_at,PTPRC,8.03
206340_at,NR1H4,8.01
204774_at,EVI2A,8.00
215028_at,SEMA6A,8.00
211367_s_at,CASP1,7.99
210355_at,PTHLH,7.95
218507_at,HIG2,7.95
215626_at,DOCK9,7.93
213879_at,SUMO2,7.93
38241_at,BTN3A3,7.92
212381_at,USP24,7.91
206535_at,SLC2A2,7.90
217983_s_at,RNASET2,7.90
222071_s_at,SLCO4C1,7.90
207855_s_at,CLCC1,7.88
206693_at,IL7,7.88
204502_at,SAMHD1,7.88
220392_at,EBF2,7.87
216915_s_at,PTPN12,7.86
209555_s_at,CD36,7.83
214806_at,BICD1,7.80
222313_at,CNOT2,7.80
205153_s_at,CD40,7.79
214678_x_at,ZFX,7.76
213610_s_at,KLHL23,7.75
203939_at,NT5E,7.74
213416_at,ITGA4,7.71
218802_at,FLJ20647,7.65
203293_s_at,LMAN1,7.65
216834_at,RGS1,7.64
221911_at,ETV1,7.62
202823_at,TCEB1,7.60
209474_s_at,ENTPD1,7.52
214830_at,SLC38A6,7.51
221805_at,NEFL,7.48
204732_s_at,TRIM23,7.47
220518_at,ABI3BP,7.46
36612_at,KIAA0280,7.44
206420_at,IGSF6,7.39
211795_s_at,FYB,7.38
215164_at,TCF4,7.37
211527_x_at,VEGF,7.36
214415_at,---,7.31
210802_s_at,HSA9761,7.28
204845_s_at,ENPEP,7.28
210717_at,UBE2D2,7.27
211379_x_at,B3GALT3,7.25
205073_at,CYP2J2,7.24
213349_at,TMCC1,7.24
203325_s_at,COL5A1,7.23
212143_s_at,IGFBP3,7.22
201629_s_at,ACP1,7.22
206070_s_at,EPHA3,7.22
211478_s_at,DPP4,7.18
209360_s_at,RUNX1,7.18
219947_at,CLEC4A,7.14
207038_at,SLC16A6,7.13
210733_at,---,7.12
213160_at,DOCK2,7.10
201291_s_at,TOP2A,7.09
217028_at,CXCR4,7.08
202917_s_at,S100A8,7.08
215214_at,IGLV3-25,7.08
219546_at,BMP2K,7.07
209882_at,RIT1,7.05
205523_at,HAPLN1,7.05
204944_at,PTPRG,7.03
222320_at,HRPT2,7.00
216022_at,WNK1,7.00
207469_s_at,PIR,7.00
212097_at,CAV1,6.99
204821_at,BTN3A3,6.97
202404_s_at,COL1A2,6.96
219540_at,ZNF267,6.96
219759_at,LRAP,6.96
220812_s_at,HHLA2,6.95
219803_at,ANGPTL3,6.91
219525_at,FLJ10847,6.86
210895_s_at,CD86,6.84
210538_s_at,BIRC3,6.83
221681_s_at,DSPP,6.81
81737_at,---,6.79
205890_s_at,UBD,6.79
214101_s_at,NPEPPS,6.76
217054_at,MUC3B,6.73
206584_at,LY96,6.73
203548_s_at,LPL,6.72
202934_at,HK2,6.71
214236_at,CDC27,6.71
216149_at,DKFZp667M2411,6.70
219237_s_at,DNAJB14,6.69
202971_s_at,DYRK2,6.68
218999_at,FLJ11000,6.68
208018_s_at,HCK,6.68
203811_s_at,DNAJB4,6.64
209250_at,DEGS1,6.64
219583_s_at,SPATA7,6.63
203285_s_at,HS2ST1,6.60
222016_s_at,ZNF323,6.59
210664_s_at,TFPI,6.57
211368_s_at,CASP1,6.55
205681_at,BCL2A1,6.52
202988_s_at,RGS1,6.50
207298_at,SLC17A3,6.49
217659_at,KIAA0261,6.49
217984_at,RNASET2,6.47
208475_at,FRMD4A,6.40
202970_at,DYRK2,6.39
201151_s_at,MBNL1,6.39
221031_s_at,DKFZP434F0318,6.39
213592_at,AGTRL1,6.39
220926_s_at,C1orf22,6.34
204885_s_at,MSLN,6.33
215321_at,RPIB9,6.32
218994_s_at,FLJ13195,6.32
206715_at,TFEC,6.31
214787_at,MYCPBP,6.29
210095_s_at,IGFBP3,6.29
202663_at,WASPIP,6.29
205054_at,NEB,6.27
209199_s_at,MEF2C,6.26
221667_s_at,HSPB8,6.25
204409_s_at,EIF1AY,6.25
222344_at,C5orf13,6.23
204446_s_at,ALOX5,6.23
202600_s_at,NRIP1,6.23
206928_at,ZNF124,6.22
208079_s_at,STK6,6.20
202575_at,CRABP2,6.18
218886_at,PAK1IP1,6.18
34187_at,RBMS2,6.13
207414_s_at,PCSK6,6.12
202566_s_at,SVIL,6.11
204159_at,CDKN2C,6.11
204620_s_at,CSPG2,6.11
209277_at,TFPI2,6.10
219031_s_at,CGI-37,6.08
215629_s_at,DLEU2 /// BCMSUNL,6.08
205415_s_at,ATXN3,6.08
220451_s_at,BIRC7,6.07
209070_s_at,RGS5,6.07
203324_s_at,CAV2,6.06
216000_at,KIAA0484,6.04
217649_at,---,6.03
202207_at,ARL7,6.03
219279_at,DOCK10,5.96
203438_at,STC2,5.94
219512_at,C20orf172,5.94
207610_s_at,EMR2,5.93
202859_x_at,IL8,5.91
214552_s_at,RABEP1,5.91
205108_s_at,APOB,5.90
206081_at,SLC24A1,5.90
203533_s_at,CUL5,5.89
206271_at,TLR3,5.89
202906_s_at,NBN,5.88
213582_at,ATP11A,5.86
209610_s_at,SLC1A4,5.85
210281_s_at,ZNF198,5.85
217388_s_at,KYNU,5.85
214960_at,API5,5.84
204220_at,GMFG,5.83
205871_at,PLGLB2 /// PLGLB1 /// PLGLA1,5.80
219522_at,FJX1,5.79
205782_at,FGF7,5.79
213463_s_at,KIAA0974,5.79
217878_s_at,CDC27,5.78
221894_at,ADCK2,5.78
207178_s_at,FRK,5.76
212720_at,PAPOLA,5.75
206238_s_at,YAF2,5.72
218411_s_at,MBIP,5.72
202508_s_at,SNAP25,5.72
214927_at,ITGBL1,5.71
202202_s_at,LAMA4,5.71
219619_at,DIRAS2,5.71
209057_x_at,CDC5L,5.70
214890_s_at,DKFZP564J102,5.69
202552_s_at,CRIM1,5.69
216211_at,C10orf18,5.66
205543_at,HSPA4L,5.66
222281_s_at,---,5.65
213352_at,TMCC1,5.64
210078_s_at,KCNAB1,5.64
215595_x_at,GCNT2,5.64
209546_s_at,APOL1,5.61
220502_s_at,SLC13A1,5.60
216101_at,---,5.59
214316_x_at,CALR,5.59
206995_x_at,SCARF1,5.59
214403_x_at,SPDEF,5.59
209876_at,GIT2,5.59
219602_s_at,FAM38B,5.58
209005_at,FBXL5,5.57
221731_x_at,CSPG2,5.56
217580_x_at,ARL6IP2,5.56
216941_s_at,TAF1B,5.54
221730_at,COL5A2,5.54
204689_at,HHEX,5.52
220464_at,MCF2L,5.51
214456_x_at,SAA1,5.50
213137_s_at,PTPN2,5.50
209493_at,PDZK3,5.50
214329_x_at,TNFSF10,5.48
214807_at,---,5.45
214511_x_at,FCGR1A /// LOC440607,5.45
218128_at,NFYB,5.44
205801_s_at,RASGRP3,5.44
216235_s_at,EDNRA,5.43
216950_s_at,FCGR1A,5.42
216218_s_at,PLCL2,5.41
203134_at,PICALM,5.40
212792_at,DPY19L1,5.40
213305_s_at,PPP2R5C,5.40
221905_at,CYLD,5.39
202648_at,RPS19,5.38
202912_at,ADM,5.38
202998_s_at,LOXL2,5.37
204554_at,PPP1R3D,5.37
211133_x_at,LILRB2 /// LILRB3,5.37
214803_at,---,5.36
210601_at,CDH6,5.36
205488_at,GZMA,5.35
204493_at,BID,5.35
